GeneID,Chr,Start,End,Strand,Length,HI.3202.005.Index_10.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d2.bam,HI.3202.005.Index_11.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d3.bam,HI.3202.005.Index_1.BM_Ctrl.NAB2.PrA.CSL4.URA.d1.bam,HI.3202.005.Index_20.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d1.bam,HI.3202.005.Index_21.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d2.bam,HI.3202.005.Index_22.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d3.bam,HI.3202.005.Index_23.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d1.bam,HI.3202.005.Index_25.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d2.bam,HI.3202.005.Index_27.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d3.bam,HI.3202.005.Index_3.BM_Ctrl.NAB2.PrA.CSL4.URA.d2.bam,HI.3202.005.Index_8.BM_Ctrl.NAB2.PrA.CSL4.URA.d3.bam,HI.3202.005.Index_9.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d1.bam,HI.3758.002.Index_12.BM.MO_dpl.enp1.37C.30.3.1.bam,HI.3758.002.Index_13.BM.MO_dpl.enp1.37C.30.3.2.bam,HI.3758.002.Index_14.BM.MO_dpl.enp1.37C.90.4.1.bam,HI.3758.002.Index_15.BM.MO_dpl.enp1.37C.90.4.2.bam,HI.3758.002.Index_18.BM.MO_dpl.enp1.37C.180.5.1.bam,HI.3758.002.Index_19.BM.MO_dpl.enp1.37C.180.5.2.bam,HI.3758.002.Index_2.BM.MO_dpl.CSL4ph.37C.30.1.1.bam,HI.3758.002.Index_4.BM.MO_dpl.CSL4ph.37C.30.1.2.bam,HI.3758.002.Index_5.BM.MO_dpl.enp1.25C.2.1.bam,HI.3758.002.Index_6.BM.MO_dpl.enp1.25C.2.2.bam,HI.3758.004.Index_21.BM.MO_dpl.srm1.37C.30.7.1.bam,HI.3758.004.Index_22.BM.MO_dpl.srm1.37C.30.7.2.bam,HI.3758.004.Index_25.BM.MO_dpl.srm1.37C.90.8.1.bam,HI.3758.004.Index_27.BM.MO_dpl.srm1.37C.90.8.2.bam,HI.3758.004.Index_8.BM.MO_dpl.srm1.25C.6.1.bam,HI.3758.004.Index_9.BM.MO_dpl.srm1.25C.6.2.bam,HI.4535.001.Index_13.CA_Dis3.1.4.bam,HI.4535.001.Index_16.CA_Rrp6.delta.5.bam,HI.4535.001.Index_18.CA_Rrp6.delta.6.bam,HI.4535.001.Index_2.CA_WT.1.bam,HI.4535.001.Index_4.CA_WT.2.bam,HI.4535.001.Index_7.CA_Dis3.1.3.bam
CUT2716,XIV,434659,435486,+,828,1004,991,665,1293,1039,1136,864,1063,1265,761,792,707,1451,1483,2096,1899,1485,1522,1860,1718,926,928,1930,1826,2053,2051,1455,1310,749,961,845,869,678,784
SUT746,XIV,250782,251742,-,961,288,374,27,1184,1159,1043,1259,1782,1944,35,37,294,424,400,1086,1066,852,880,1648,1363,119,133,722,709,936,1058,129,133,776,1348,1290,173,158,879
CUT2749,XIV,479107,480499,-,1393,2912,2962,1786,12734,11781,12143,9599,11489,13414,2004,2128,2171,6812,6796,4512,3621,2075,1929,24649,22812,2024,1824,1987,1772,2736,2649,2269,2050,1863,1369,1328,1449,1145,2025
CUT3618,XIV,718237,718983,+,747,3,5,0,14,16,14,31,36,36,0,1,7,6,1,6,3,7,2,11,17,8,5,18,16,20,24,2,3,10,7,5,2,2,19
SUT338,XIV,632810,633850,+,1041,328,332,142,1647,1429,1423,1470,1838,2201,189,175,229,1074,945,1137,952,630,589,1353,1197,244,204,571,512,815,741,341,301,502,276,288,151,168,584
SUT337,XIV,629258,629514,+,257,47,73,7,104,80,82,83,138,147,12,4,35,28,50,98,118,144,105,96,67,15,21,22,27,38,50,13,14,46,121,114,19,24,56
XUT_14F-101,XIV,270145,270953,+,809,362,338,45,1202,1107,1018,947,1212,1369,64,64,245,302,347,531,471,340,338,1251,1227,121,117,242,280,481,521,130,110,457,450,430,105,94,560
XUT_14R-286,XIV,642860,643575,-,716,68,66,16,602,535,511,598,840,912,29,26,55,145,105,199,150,82,71,377,367,21,32,216,204,175,201,29,28,108,96,102,29,12,138
XUT_14F-102,XIV,271874,274241,+,2368,484,521,58,1407,1255,1233,1401,1780,2076,88,78,371,266,222,817,719,707,696,633,558,204,184,259,229,357,315,273,250,234,282,225,125,78,300
XUT_14R-284,XIV,635851,636807,-,957,234,224,69,638,655,598,685,969,986,88,89,146,172,226,354,382,367,368,902,797,162,175,186,200,195,228,124,138,279,482,484,147,166,403
in_YNL004W.I1,XIV,622944,623287,0,344,220,211,131,356,303,318,315,429,520,120,176,193,263,378,550,461,366,381,446,445,227,237,311,347,399,478,247,223,182,287,254,154,102,227
XUT_14R-271,XIV,614561,615755,-,1195,106,146,13,248,245,231,218,289,316,22,20,93,201,261,394,364,191,245,286,252,39,51,5740,5598,2383,2423,46,39,108,199,199,38,23,122
CUT3641,XIV,657929,659842,-,1914,23405,25338,13281,28254,25526,28619,24198,28346,32253,17709,16739,19513,26444,26724,51885,44764,41944,41193,21614,20108,23754,26053,12493,12246,11202,11294,20079,19901,17555,21179,20104,22752,18119,19102
SUT339,XIV,724499,725971,+,1473,399,460,187,725,586,592,623,822,981,210,237,318,396,393,647,638,666,600,806,638,275,281,499,470,515,506,409,380,443,595,654,329,284,460
XUT_14R-269,XIV,609617,611305,-,1689,140,172,54,884,825,850,824,1101,1204,66,79,149,653,703,996,1055,767,809,1010,792,225,272,721,779,484,579,202,204,351,321,351,203,191,394
XUT_14F-20,XIV,64712,65533,+,822,44,68,6,90,73,83,104,138,140,7,11,48,62,39,70,78,65,54,95,80,16,31,68,53,86,98,29,29,50,68,48,17,16,60
SUT341,XIV,728483,730171,+,1689,79,58,56,332,289,280,328,356,439,78,72,45,238,195,334,363,212,246,210,166,81,73,135,95,142,148,112,102,127,96,84,12,8,168
SUT340,XIV,727835,728059,+,225,36,41,32,111,88,114,122,156,217,28,29,25,26,24,42,39,23,40,95,57,9,5,13,15,14,14,25,21,43,22,22,38,36,36
XUT_14F-123,XIV,337942,339295,+,1354,111,124,36,286,271,292,342,443,513,35,36,77,576,572,530,515,322,308,511,458,111,116,803,763,590,496,133,107,196,228,265,86,59,217
XUT_14R-264,XIV,604933,605775,-,843,25,40,17,185,148,196,138,161,200,14,27,23,107,110,130,111,83,57,330,277,23,27,241,217,314,274,37,27,91,61,50,49,42,112
XUT_14F-126,XIV,345719,346212,+,494,51,40,7,177,170,166,201,235,231,18,10,33,132,101,172,123,102,94,119,109,41,41,174,201,228,194,20,23,41,69,57,7,15,57
XUT_14R-250,XIV,572566,573043,-,478,1487,1698,84,4404,2796,3186,4372,5251,6015,124,109,930,1202,1160,1893,1622,1593,1643,3909,3571,379,385,538,507,690,669,309,310,1917,1275,1334,142,127,2102
XUT_14F-39,XIV,106866,107287,+,422,30,42,10,86,62,66,73,88,112,16,6,26,446,482,992,878,458,493,64,58,63,62,84,78,130,119,37,17,37,21,27,11,15,37
XUT_14F-116,XIV,318616,319124,+,509,95,107,25,610,628,592,711,915,1016,49,43,89,172,196,355,324,209,252,430,374,66,80,56,52,152,163,53,61,264,172,134,53,40,268
SUT345,XIV,759988,760420,+,433,24,33,1,43,34,26,29,74,41,5,5,22,27,45,55,69,56,63,50,50,9,9,27,19,26,24,1,11,37,26,39,12,7,40
XUT_14F-118,XIV,319177,319917,+,741,73,62,23,582,567,519,655,856,995,33,18,62,176,178,254,280,181,200,451,456,55,72,61,88,161,159,53,31,237,104,135,39,27,317
SUT346,XIV,764324,764740,+,417,57,61,22,71,70,64,95,163,171,10,17,51,34,46,80,75,58,43,61,63,10,36,16,27,34,24,17,13,45,42,52,18,27,50
XUT_14F-37,XIV,104257,104756,+,500,232,191,44,1177,903,978,1045,1261,1639,64,53,188,149,163,302,266,248,201,811,830,69,70,210,177,198,215,107,79,281,326,269,50,37,370
XUT_14F-115,XIV,318180,318552,+,373,61,67,9,609,551,574,601,768,992,8,12,51,221,217,377,321,213,181,375,334,35,28,91,102,220,204,31,30,206,70,71,13,11,213
SUT342,XIV,731315,733156,+,1842,844,898,135,3269,2777,2928,2817,3554,4068,152,176,673,1954,2068,3187,2730,1290,1246,2503,2274,347,341,4206,3902,3309,3213,1176,1166,701,808,790,316,250,799
SUT343,XIV,742316,742572,+,257,25,37,6,54,56,58,78,112,126,13,5,33,10,14,39,40,39,38,107,70,13,8,14,20,28,17,9,12,41,66,62,31,38,44
SUT344,XIV,743828,746372,+,2545,352,409,156,579,563,545,757,1015,1142,189,181,280,549,493,859,762,721,711,671,529,377,379,1057,1037,681,609,456,495,337,422,406,377,273,452
CUT3692,XIV,563167,564628,+,1462,13,4,7,14,52,39,36,31,41,11,6,3,17,76,49,48,72,60,103,26,15,16,110,8,94,46,15,28,6,29,19,4,6,10
CUT3695,XIV,736304,737296,-,993,119,118,21,869,752,769,864,1108,1350,13,21,75,188,187,505,412,308,326,714,677,35,73,122,133,188,207,27,31,262,264,231,48,19,286
XUT_14R-293,XIV,662092,662443,-,352,47,62,28,338,227,271,253,310,396,43,42,37,380,299,645,541,408,379,127,103,88,77,202,206,229,216,98,63,140,104,119,33,34,151
XUT_14R-291,XIV,652437,653200,-,764,232,228,36,1011,869,954,1204,1467,1768,55,30,192,285,213,519,353,295,321,486,451,113,98,297,293,683,519,64,56,206,240,228,88,50,276
CUT3220,XIV,61265,63518,-,2254,39948,40822,19325,10529,9258,9355,6289,8293,9151,22920,23981,30481,15632,15554,14320,11652,15354,14593,17135,16223,27916,28052,11967,11532,12931,12755,23621,23139,6183,13808,13045,14124,11504,6676
CUT4438,XIV,269779,271358,-,1580,44,33,28,78,77,74,93,157,155,32,60,33,103,98,108,122,117,109,176,90,44,60,410,451,344,381,49,40,77,91,113,169,126,87
CUT4439,XIV,474941,476166,-,1226,47,86,28,190,208,243,254,388,489,36,51,54,112,146,201,210,202,189,372,246,103,117,149,141,161,192,81,59,129,134,135,125,75,175
CUT3593,XIV,345476,345986,+,511,37,28,5,105,103,110,139,138,149,9,6,26,81,59,113,72,59,60,70,70,40,31,97,121,149,133,11,19,34,49,39,7,15,40
CUT3115,XIV,265313,266419,+,1107,16,21,6,59,51,52,79,94,103,3,7,9,146,147,121,84,51,36,68,88,20,29,124,114,224,180,23,35,26,9,12,2,7,13
CUT2271,XIV,280963,281379,-,417,21,30,23,517,443,441,473,572,656,19,26,15,826,819,1098,917,504,453,473,470,79,86,105,84,291,257,4,15,271,134,136,20,23,319
CUT2279,XIV,636499,637206,-,708,151,130,49,361,314,273,287,410,410,43,51,92,106,127,184,196,169,164,390,363,79,56,160,169,164,166,72,71,89,200,178,65,67,150
CUT2292,XIV,302476,303253,+,778,46901,47356,38433,10906,9272,9305,6309,7765,8744,46516,46731,34554,19741,19906,15902,12944,13943,13658,21894,21230,46748,45893,7933,7303,21802,21062,46253,45530,6184,27611,26294,31391,25214,6933
SUT756,XIV,735848,736160,-,313,96,118,47,841,731,766,764,967,982,66,50,101,234,243,373,345,205,194,595,574,35,39,163,124,211,196,23,31,194,162,143,51,32,236
SUT757,XIV,740432,742216,-,1785,799,896,137,2949,2567,2707,2416,3151,3621,146,180,703,1539,1550,2997,2512,1646,1720,2536,2338,400,409,602,487,631,647,368,327,987,799,725,216,205,1064
XUT_14R-128,XIV,330527,331351,-,825,28,40,9,96,51,57,101,160,150,13,17,18,50,56,93,92,82,86,106,71,29,34,196,145,299,289,38,25,64,52,66,12,11,59
XUT_14R-114,XIV,301233,302288,-,1056,239,237,57,591,424,444,564,628,765,74,69,180,169,204,321,264,217,211,437,446,85,90,342,303,504,474,97,106,213,180,228,59,35,272
XUT_14R-111,XIV,297766,298109,-,344,38,29,10,76,62,84,92,105,109,11,4,20,66,52,76,67,65,52,67,73,20,20,208,199,282,216,21,20,39,40,37,15,7,34
SUT760,XIV,766608,769384,-,2777,1104,1198,482,3753,3332,3546,3908,4782,5385,549,547,883,2164,2187,3548,3110,2243,2151,3080,2733,879,932,2414,2311,2393,2216,929,856,1493,1478,1539,1019,750,1667
SUT759,XIV,764728,766608,-,1881,305,361,67,1709,1626,1791,1907,2348,2587,90,75,296,1024,1020,1594,1408,1171,1205,1708,1436,350,383,837,807,857,786,295,327,754,674,652,155,134,847
SUT758,XIV,763088,764024,-,937,41,38,23,92,95,90,148,167,192,23,27,34,80,67,128,107,62,69,58,57,25,42,633,604,272,264,77,55,74,119,111,58,52,107
XUT_14R-108,XIV,288785,289180,-,396,86,85,15,571,525,549,497,569,624,20,20,78,206,223,344,261,188,194,395,325,34,27,83,90,256,237,26,12,195,89,80,19,11,206
XUT_14R-106,XIV,275281,275655,-,375,110,103,27,767,703,652,890,1225,1375,23,37,77,183,185,313,314,191,234,891,771,29,42,200,212,453,476,8,18,306,36,36,69,55,358
SUT755,XIV,705326,705942,-,617,9,9,12,49,47,57,53,78,95,11,9,5,79,74,83,71,38,43,74,47,18,14,37,23,62,57,7,7,10,10,11,9,10,11
CUT4052,XIV,410044,411056,+,1013,15,21,11,46,48,43,77,64,99,22,12,15,55,47,100,70,46,47,42,46,29,31,205,266,336,382,32,13,14,23,19,11,8,23
CUT4086,XIV,412936,413375,+,440,2434,2626,667,978,867,965,801,949,1097,866,900,1847,817,855,1749,1565,1673,1457,893,796,1552,1601,1128,1122,2027,2039,1476,1333,673,1898,1743,1081,791,809
XUT_14F-6,XIV,16388,17821,+,1434,259,275,47,340,328,305,266,417,465,50,47,178,280,310,523,401,450,386,530,502,142,178,107,106,94,98,33,28,69,189,202,37,23,91
CUT3905,XIV,401542,403235,-,1694,1661,1826,599,1354,1195,1389,1265,1652,1798,695,925,1390,1248,1382,1911,1823,1688,1606,2077,1717,1641,1832,6136,6393,4137,4371,1921,1957,968,1478,1485,953,808,1026
CUT3922,XIV,343856,344467,+,612,48,82,35,115,76,91,141,143,197,30,21,51,225,144,186,153,142,120,106,99,117,116,471,380,509,514,123,120,51,62,46,54,47,70
NUT1380,XIV,780057,781568,-,1512,17,10,5,35,50,54,17,38,44,8,5,12,16,18,21,10,7,5,69,42,3,7,49,34,58,48,6,7,12,8,7,20,12,15
NUT1370,XIV,542064,544748,-,2685,561,598,171,2592,2383,2345,2583,3275,3647,218,224,461,1010,983,2269,1963,1354,1294,1614,1492,295,288,1094,1002,1051,1008,213,193,685,745,661,216,172,810
NUT1371,XIV,640161,641604,-,1444,46,44,11,311,285,285,414,566,681,25,14,40,194,200,584,528,477,522,173,161,100,145,103,115,140,144,25,45,247,129,107,38,29,324
NUT1372,XIV,642567,643542,-,976,87,87,19,807,699,658,794,1058,1170,34,30,60,204,154,267,209,102,103,448,455,26,39,294,279,221,263,40,31,127,121,115,33,13,165
NUT1373,XIV,663774,665034,-,1261,280,352,65,3246,2755,2971,3065,3870,4184,40,50,228,1105,1056,1628,1300,811,789,2093,1938,154,185,389,298,452,444,169,185,658,632,491,22,31,705
NUT1374,XIV,687573,690014,-,2442,75,62,15,767,642,601,880,964,1117,21,31,45,461,416,598,535,315,339,620,520,75,88,278,232,444,447,45,34,109,103,106,20,21,156
NUT1375,XIV,705926,707596,-,1671,223,207,26,1483,1275,1391,1508,1781,2144,20,29,124,713,665,1111,926,589,609,1409,1418,135,139,374,364,832,920,58,44,569,156,168,27,24,642
NUT1376,XIV,715460,715987,-,528,130,112,32,417,367,343,409,471,522,22,42,97,277,302,527,531,350,310,386,348,51,50,804,728,755,719,83,86,203,210,220,61,40,224
NUT1377,XIV,727381,728231,-,851,57,85,49,554,555,567,513,793,889,31,60,60,507,542,826,919,589,498,753,580,63,106,368,360,466,530,49,57,299,394,381,41,47,320
NUT1378,XIV,764639,765391,-,753,84,96,17,564,536,591,666,794,898,19,21,89,321,304,495,506,451,462,580,514,114,133,282,235,279,244,85,109,266,221,224,56,41,298
NUT1379,XIV,779297,779723,-,427,31,41,11,83,94,82,111,166,164,12,12,39,2,8,25,16,25,14,146,93,2,1,14,16,38,34,4,22,82,105,85,53,46,128
NUT1360,XIV,461428,462006,-,579,19,27,5,68,75,70,91,128,157,5,2,6,26,18,68,73,83,55,60,41,16,24,31,19,117,121,16,13,28,23,22,11,4,36
NUT1361,XIV,462219,466625,-,4407,406,367,75,1560,1467,1521,1699,2223,2677,76,73,269,1096,1139,1989,1674,1441,1304,1920,1628,426,535,579,512,836,858,225,226,818,722,682,96,89,877
CUT3954,XIV,149572,150005,-,434,0,3,0,6,7,4,14,6,12,0,2,4,30,21,51,63,26,29,2,7,6,5,2,7,7,2,8,1,5,3,1,1,0,4
NUT1362,XIV,471434,473146,-,1713,16,10,3,620,568,532,790,1028,1104,4,2,17,433,456,390,331,193,175,819,763,10,11,797,830,518,548,13,3,58,51,47,6,3,57
NUT1363,XIV,479218,481134,-,1917,573,621,134,20081,17950,18229,15151,18411,21284,189,178,436,8673,8430,4515,3744,1377,1377,38925,36067,242,222,1625,1448,2694,2653,151,124,2227,874,861,80,77,2412
NUT1364,XIV,483378,485278,-,1901,127,158,19,1016,991,926,1039,1423,1650,27,12,99,864,847,1616,1497,952,872,862,828,203,210,311,175,365,432,89,86,469,508,485,33,31,525
NUT1365,XIV,488445,490175,-,1731,177,174,29,891,751,804,889,1130,1250,27,28,136,665,592,1060,847,651,585,528,538,135,155,440,396,710,757,78,68,397,334,299,26,38,490
NUT1366,XIV,490200,491355,-,1156,577,581,127,4500,3768,3928,3786,4630,5405,125,131,448,2059,2029,2352,2045,1114,1215,3088,3035,305,247,941,834,1628,1480,150,168,1217,631,599,67,92,1319
XUT_14R-9,XIV,32873,33204,-,332,38,53,15,249,249,261,211,280,260,21,13,18,281,318,360,346,141,160,260,191,48,49,1049,980,1137,1179,72,58,71,84,80,19,11,58
NUT1367,XIV,525656,529555,-,3900,421,405,18,3130,2813,2854,3431,4421,5142,36,43,296,1400,1509,2813,2510,1692,1597,3273,2849,307,327,240,242,421,400,117,113,1028,393,393,30,23,1266
XUT_14R-1,XIV,10711,11176,-,466,105,87,16,319,208,208,275,313,367,25,18,74,127,124,222,167,105,127,197,198,48,43,99,82,80,99,97,87,97,105,75,49,46,111
NUT1368,XIV,529735,531569,-,1835,145,153,60,904,819,737,913,1023,1210,83,90,95,1332,1357,2143,1881,1340,1281,1040,923,650,617,398,437,593,489,37,45,370,572,603,39,21,409
NUT1369,XIV,531730,532412,-,683,93,120,30,677,566,693,567,694,819,36,42,71,239,235,322,276,141,174,575,531,66,44,311,280,301,303,49,51,217,141,119,30,20,226
NUT1350,XIV,332208,335179,-,2972,111,126,56,1579,1347,1293,1203,1560,1842,65,75,88,1034,998,1459,1177,646,690,1716,1556,160,155,400,349,506,545,101,131,798,473,463,80,62,924
NUT1351,XIV,352779,357021,-,4243,1500,1539,2207,6291,5407,5910,4637,5992,6658,2429,2635,1201,10081,10034,6962,5768,5727,5653,10003,9113,4716,5074,6210,5762,9505,9671,2155,2017,4717,2583,2457,2341,1986,5322
NUT1352,XIV,357024,359037,-,2014,129,155,7,1542,1316,1384,1640,2084,2360,12,12,108,671,644,1584,1349,734,709,839,735,131,143,192,170,582,510,92,78,629,607,606,11,9,653
NUT1353,XIV,365834,366505,-,672,52,44,6,1438,1160,1289,1682,2087,2454,13,12,47,212,183,458,376,165,152,656,663,15,23,285,274,657,708,21,16,308,181,168,8,17,364
NUT1354,XIV,370157,371903,-,1747,4137,4304,2173,2489,2288,2244,2484,3111,3701,2556,2815,3485,1633,1698,1662,1535,1744,1631,3210,2569,2907,2921,1334,1329,4058,3979,3482,3281,1459,2552,2530,2947,2487,1774
NUT1355,XIV,405637,408074,-,2438,603,613,63,4115,3620,3861,4056,5014,5395,69,91,501,1473,1606,2617,2350,1300,1217,3186,2877,204,258,1284,1251,1943,1912,211,190,1548,1046,905,90,64,1744
NUT1356,XIV,426924,427311,-,388,548,552,105,1644,1508,1455,1341,1723,1992,121,115,356,572,631,939,773,431,421,1703,1539,202,219,517,498,1075,1088,59,63,581,434,432,93,78,621
NUT1357,XIV,429835,434587,-,4753,55,61,15,777,679,652,914,1260,1426,20,8,26,266,268,556,526,358,346,702,536,59,91,217,194,265,331,42,46,165,117,132,21,14,184
NUT1358,XIV,449535,452045,-,2511,152,160,26,850,711,766,841,1131,1218,28,43,141,261,264,457,449,269,257,745,699,60,43,147,143,241,224,38,56,318,224,217,44,35,324
NUT1359,XIV,457478,459573,-,2096,30,48,6,687,644,684,774,1146,1286,7,15,32,98,103,224,216,217,222,876,598,38,35,91,76,261,274,19,19,230,164,215,7,8,291
NUT1340,XIV,191184,195097,-,3914,118,132,6,355,325,291,390,498,551,7,8,114,847,945,1619,1471,1121,1026,529,373,192,254,642,660,1555,1473,22,20,128,469,533,5,4,120
NUT1341,XIV,200018,201977,-,1960,418,430,96,3099,2651,2700,2941,3593,4114,120,129,302,1098,1099,2208,1863,1848,1795,2353,2173,256,240,272,235,466,428,194,148,1560,528,518,131,103,1727
NUT1342,XIV,228192,230663,-,2472,184792,199612,106379,176121,150686,158163,115898,146131,169130,122062,132071,145011,243826,248802,236315,187082,174694,157957,219759,218555,195183,195923,392830,384895,403218,399879,227581,223768,90040,176245,160935,129444,115352,103592
NUT1343,XIV,237849,240076,-,2228,132,150,25,563,462,438,667,943,1106,28,27,98,287,301,607,525,419,381,467,431,117,125,148,115,140,164,63,64,180,169,203,17,13,223
NUT1344,XIV,240113,241346,-,1234,118,103,27,1076,871,947,1127,1451,1671,23,19,65,113,98,274,208,124,121,727,654,29,40,75,57,138,128,54,32,315,241,198,21,10,299
CUT3971,XIV,38338,38580,+,243,264,331,98,235,194,202,170,211,273,141,117,267,182,196,264,267,232,234,373,349,218,242,103,94,78,85,293,245,176,202,180,231,189,170
NUT1345,XIV,250566,251757,-,1192,336,403,30,1333,1306,1182,1420,1983,2133,38,42,325,470,477,1222,1217,934,973,1873,1525,127,157,847,851,1089,1259,148,146,850,1453,1394,188,162,985
NUT1346,XIV,274280,276077,-,1798,232,236,38,2064,1840,1930,2361,3278,3709,43,64,151,461,501,841,795,564,561,2185,1904,64,82,568,563,1279,1274,50,61,826,120,133,86,72,887
NUT1347,XIV,280199,281622,-,1424,34,42,33,855,810,817,879,1065,1203,29,42,30,1339,1323,1893,1644,887,819,910,805,110,138,186,167,521,476,15,25,529,240,228,29,32,583
NUT1348,XIV,300898,301361,-,464,229,212,48,3701,3435,3303,3275,4176,5120,81,56,160,337,353,504,364,292,246,3800,3526,93,104,488,430,664,651,120,117,468,189,222,32,29,513
NUT1349,XIV,330260,330883,-,624,9,11,4,46,33,34,51,102,97,0,0,18,14,20,37,48,57,64,65,51,3,4,31,48,74,86,4,1,57,23,50,12,16,37
NUT1330,XIV,66131,68428,-,2298,234,243,13,826,778,792,1081,1337,1640,9,12,158,639,724,1452,1321,848,879,976,995,185,200,154,160,231,205,44,36,579,92,72,17,11,673
NUT1331,XIV,80486,82623,-,2138,71,72,9,191,173,144,333,395,484,18,11,50,190,157,290,188,212,199,135,112,59,45,78,89,135,133,16,19,90,109,88,23,20,113
NUT1332,XIV,86059,87357,-,1299,126,121,16,1249,1081,1110,1838,2220,2610,23,30,91,391,343,920,703,494,504,531,530,80,85,35,48,52,36,54,53,544,215,176,16,5,569
NUT1333,XIV,89368,89927,-,560,6,16,2,458,442,408,682,843,961,6,9,3,44,74,205,251,131,112,231,179,13,11,33,31,89,104,4,3,90,61,43,11,3,84
XUT_14R-162,XIV,405950,408066,-,2117,592,596,63,4003,3513,3716,3934,4860,5221,68,90,491,1397,1536,2500,2242,1235,1165,3107,2797,195,250,1234,1196,1877,1846,201,182,1494,1013,879,87,64,1689
NUT1334,XIV,95123,96059,-,937,126,120,16,377,344,351,420,536,631,24,17,114,150,152,313,297,260,267,347,324,95,101,81,93,122,139,38,35,142,120,106,58,34,183
NUT1335,XIV,107117,108222,-,1106,335,355,55,3200,2880,2981,3318,4109,4547,74,47,270,557,602,1146,913,543,567,2061,1850,102,118,519,452,481,427,97,76,780,733,671,32,17,843
NUT1336,XIV,110626,112897,-,2272,1475,1477,167,7996,6828,7180,7402,8674,10043,200,226,1140,2597,2588,5922,5147,4420,4501,4187,4115,683,805,1607,1585,2583,2511,383,385,3505,2317,2341,310,263,3860
NUT1337,XIV,112948,116549,-,3602,426,404,47,10198,8873,9218,9764,11921,13778,57,35,322,3258,3302,3597,3064,1805,1812,7974,7097,277,308,405,355,758,688,109,94,1898,371,347,49,37,2370
NUT1338,XIV,151315,154961,-,3647,56,65,6,720,728,677,931,1248,1426,16,7,42,181,143,439,382,299,257,620,585,54,68,39,57,119,131,27,33,249,158,199,20,17,244
NUT1339,XIV,183053,185271,-,2219,102,151,31,514,364,408,586,828,902,49,31,74,541,558,907,878,610,504,534,551,204,171,266,246,374,398,114,107,143,221,192,27,23,198
CUT3997,XIV,436428,437247,+,820,543,588,235,696,743,715,615,930,1010,291,317,425,660,724,1124,1160,1143,1065,1558,1238,502,656,733,725,893,873,672,674,708,854,764,807,577,833
XUT_14R-157,XIV,392824,393564,-,741,25,31,15,132,147,125,214,189,289,17,20,11,124,154,292,230,164,149,92,68,69,58,90,95,144,132,58,64,59,68,52,41,25,56
XUT_14R-153,XIV,383080,383528,-,449,63,99,6,588,523,557,565,727,842,13,6,57,97,134,204,169,108,92,423,392,21,23,35,42,52,62,27,27,155,88,75,7,13,163
XUT_14R-141,XIV,355617,356208,-,592,177,162,13,962,820,824,840,1090,1231,15,21,128,412,411,749,650,434,472,814,859,122,136,234,235,338,320,140,171,498,325,268,12,17,577
CUT3532,XIV,163183,163990,+,808,2,4,0,1,2,3,9,7,7,1,2,0,20,21,37,18,28,21,4,0,2,8,18,3,10,11,7,4,7,0,0,3,0,0
in_YNL096C.I1,XIV,443826,444172,0,347,3564,3636,1862,1309,1203,1177,798,1060,1156,2308,2249,2665,2249,2270,1785,1509,1755,1676,2948,2741,2722,2748,2022,1918,3193,3095,2484,2314,807,1595,1534,1548,1296,929
XUT_14R-136,XIV,348730,348983,-,254,26,10,7,466,429,423,380,516,601,4,9,19,248,292,705,592,229,239,355,313,16,29,470,512,937,979,34,48,112,154,146,6,11,129
XUT_14R-132,XIV,339727,340147,-,421,25,38,4,214,200,132,186,257,260,10,11,11,131,114,230,152,77,59,174,177,23,16,425,387,603,652,6,19,50,55,43,16,18,53
XUT_14R-130,XIV,335167,337788,-,2622,512,616,308,1960,1629,1604,1631,2063,2429,402,432,471,2040,2017,2348,1969,1487,1403,1726,1725,846,904,4328,4197,4985,4746,768,744,632,781,709,511,345,754
CUT3549,XIV,564831,567232,-,2402,1992,2734,1651,4585,7288,6750,5166,6719,9168,2617,2774,2529,1028,1552,4194,5254,5822,4784,10771,6158,1247,1759,6348,2079,4364,2830,3395,3464,3141,790,661,3372,2922,2769
XUT_14R-194,XIV,480556,480943,-,388,373,408,95,9065,7706,7663,6649,8246,9504,128,115,258,3789,3721,1789,1441,587,539,17707,16377,158,133,795,730,1136,1058,94,93,1028,454,444,34,39,1119
XUT_14R-195,XIV,481628,483138,-,1511,140,163,10,367,322,297,338,402,509,18,25,109,530,486,476,440,262,329,403,320,110,125,297,248,389,395,94,98,129,78,80,20,17,99
XUT_14R-192,XIV,479485,480171,-,687,54,52,14,5287,5029,5015,4098,4849,5832,11,17,71,2252,2177,1372,1216,387,406,9485,8974,36,31,350,299,708,643,16,8,566,176,177,17,8,643
CUT4416,XIV,524884,526775,-,1892,296,284,34,1535,1350,1445,1369,1883,2258,32,46,230,701,660,1173,963,803,754,1432,1443,173,174,385,405,560,601,108,133,444,486,383,76,54,585
